order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_method,order_status,total_amount
c39f5925-7ac4-4997-adcd-e9e91f330ab5,8d9afb26-cd5c-457c-8d53-5645adee5548,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-05-28,3,17164.00,2.00,Standard,Shipped,50462.16
a6533158-cdbc-4d09-b5c0-4e21175a21bb,136f6358-2b34-4492-b67c-842e02b8e292,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2023-01-24,4,17164.00,0.00,Express,Completed,68656.00
5420af54-614b-450a-97ba-3567eb4bab9d,3b2423e7-4bf6-42f0-bb9c-6d8aa91d68e3,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-03-19,1,17164.00,3.00,Express,Returned,16649.08
dde58382-9e5c-4107-a797-55ddb845588e,ab0dab6d-d9c0-4c64-9ac1-a36cb2e5630b,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2023-03-05,1,17164.00,1.00,Express,Completed,16992.36
51fdc31a-68d6-40ad-aeaf-2e4041b070e4,622ec60a-2ea8-4b33-9d41-aa1c29aeef36,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-01-26,2,17164.00,0.00,Standard,Completed,34328.00
35b3b3e9-7f89-41f0-b38a-9a0ee436c201,a4e7de43-e464-4750-8d92-cfb400089a88,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-09-28,5,17164.00,0.00,Standard,Returned,85820.00
7fdb092a-f605-4d3a-9e55-e36f7a792b13,7127f4c6-85d4-43e5-9419-e381b9d8845a,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2022-06-01,1,17164.00,4.00,2-day,Completed,16477.44
c9325d33-81b5-4b2a-93ba-a2495c886f99,1b61da37-5797-4363-8ddf-15d06c233c68,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2023-01-28,5,17164.00,0.00,Standard,Pending,85820.00
d04dac6e-a05c-4546-8f6e-096074c533e0,0f150570-c4a5-4d1b-8b31-4e198ed66328,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-04-12,4,17164.00,1.00,Standard,Completed,67969.44
c2709b92-045f-4c3f-9bfa-87c9ff5d748e,58207b67-750e-48a9-8dd5-db6bcfb62c6a,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-11-19,4,17164.00,0.00,Standard,Cancelled,68656.00
605b4fa6-37d2-4d55-ae10-3faa0ae38d15,b86135c5-c973-43ce-8228-e6766b8496bd,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-06-24,1,17164.00,4.00,Express,Returned,16477.44
5b8c6c59-8c79-4ab7-897a-25a65a2773a9,de16a9f0-1dc0-47b4-b628-e51753c17b48,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2025-04-16,4,17164.00,4.00,Standard,Pending,65909.76
ccd01340-4307-4876-bcdb-eeb41395ba76,9aebfa0c-4642-4c9a-9afd-43c68dbf0f38,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-07-31,3,17164.00,3.00,Standard,Shipped,49947.24
72efc285-363c-4b50-9c42-9f5e0da167d8,cd429d82-670e-4316-82e3-e71e5345b3f4,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2025-04-19,5,17164.00,3.00,Express,Completed,83245.40
24ceace6-29e0-404f-b590-197c4b3f8c1f,ac593c55-0b7a-4dc1-8899-5a496d8ee71f,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2024-03-08,2,17164.00,4.00,Standard,Returned,32954.88
669509e9-573b-4a45-8164-f6c1d05b04c9,dbfd8746-469c-49b4-8ae7-13b782e8d09c,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2022-05-13,3,17164.00,5.00,Standard,Completed,48917.40
4a9714af-e82a-40c3-bbd5-bc62c606774c,d6d319d3-f940-409d-9263-97f0c52ca7eb,01f16bdd-b1e9-4c24-8c0a-71fda40e54ed,2022-11-11,3,17164.00,5.00,2-day,Shipped,48917.40
32939502-f905-4a49-abc7-17f7d5b748a9,4215449c-a54c-493a-86e1-73b717b27ab6,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-11-28,5,12871.00,5.00,2-day,On Hold,61137.25
5a7be0d3-c0c3-4757-bc15-c9b5b2e62a7a,c1235d4d-969a-41e7-b756-4e4db4bed7e1,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2025-02-02,4,12871.00,3.00,Standard,Completed,49939.48
e46dc521-9439-43c8-8a48-29b4130cdd10,ab338159-c093-4190-a51c-957aff1d4ebf,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-12-15,3,12871.00,2.00,Standard,Completed,37840.74
c1f9ff06-ca2d-43ad-a36f-0a1d1f7a6d44,8c443b4d-eab4-4ee2-84ff-abba4a1e0e28,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-09-06,1,12871.00,3.00,Express,Returned,12484.87
9ccc1a89-9f85-4654-b781-b7f31c502176,332c1bf7-edd1-45cc-9778-443d0f7136b0,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-04-29,2,12871.00,3.00,Standard,Cancelled,24969.74
bc080f6c-e331-493b-9622-64a6ff873611,64017807-76e7-437a-beb2-d1074d9bd698,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-11-17,1,12871.00,0.00,Standard,Completed,12871.00
cb667fb5-fdc3-4196-93fa-fe60c6401227,09115fbc-5fb4-4924-b85d-dbc161a36557,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-10-20,2,12871.00,5.00,Express,Completed,24454.90
1f747871-dd2e-478f-b9ba-f1ec495ee0c2,67a697b7-77c0-4012-946a-d084abcba96c,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-04-18,5,12871.00,2.00,Standard,Shipped,63067.90
960b45d9-91c0-48ae-a0b3-c2bc6733e353,fe873909-4f86-4d48-bdb0-5adc9ee556b8,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-07-29,2,12871.00,0.00,Standard,Completed,25742.00
7e16f06b-a59d-47ba-8eda-d17ae646dd06,d932eee4-be4e-49a6-a890-6c6628271b1c,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2025-04-01,1,12871.00,4.00,Standard,On Hold,12356.16
ee16e0e2-10ad-4db5-9c16-68b4211c3050,b9686e06-82ce-457b-8615-6d822702207d,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-01-20,1,12871.00,3.00,Standard,Returned,12484.87
d7248404-1125-4abb-8810-ec4344f05dac,702781aa-82d2-4108-8b6f-db890190c196,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-07-08,3,12871.00,5.00,2-day,Pending,36682.35
2bc62346-8c05-4751-9459-ab0f83653984,05b0c36f-8b20-485d-86a8-dbd8e89f9e11,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-10-09,2,12871.00,3.00,2-day,Cancelled,24969.74
92e56f8f-4cc2-4f47-a70e-1a4d11125275,d16f3bd7-bec5-4913-b972-4185545bbc7f,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-07-15,5,12871.00,2.00,Standard,Cancelled,63067.90
c031d4fe-e47a-4f28-a1a4-c507e4204c88,e172e66b-5c9c-405f-8593-59d1e4d49691,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-11-19,5,12871.00,5.00,2-day,Shipped,61137.25
62575ac7-b0a0-4a01-bc43-e320be603d64,05d368c0-39cc-45bd-83a9-7f7ac5c3c3e4,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-08-15,2,12871.00,2.00,Standard,Pending,25227.16
c6d5476d-f6e5-4dbc-a933-fe518e48c1b2,5c7059e8-b3f6-4c8b-a7cd-63bc0dcb3d8b,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-01-22,5,12871.00,0.00,Express,Completed,64355.00
85d11d76-8a9e-44cf-a7ef-3d1d91a32d25,b31137e4-30fd-4f14-bf99-5524fe610ce7,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-11-07,5,12871.00,2.00,Standard,On Hold,63067.90
f2c8e9c4-516f-4569-bcc6-a0b7b960744c,df170c20-8eaf-47af-b19c-f42700ff91c8,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-10-24,4,12871.00,0.00,Standard,Pending,51484.00
49f57d05-f8ce-4ccc-ae3d-6b074edf01af,48c185a5-ae9d-448f-bd00-6a7641342eb5,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-07-01,4,12871.00,1.00,Standard,Returned,50969.16
b4886a0e-e659-4911-9eb7-65ec7221341f,034934a9-f0cc-404f-afbf-744a00a5d49f,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-09-05,5,12871.00,2.00,2-day,Completed,63067.90
37e0af2f-2142-43f6-bc07-996635eb6822,9d99d923-4ca8-4ff4-8cb1-d226434da73a,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-12-11,5,12871.00,4.00,Standard,Completed,61780.80
bfea1e9c-fa96-4466-bf35-60e8c4e5d84f,f23d04f8-8aaa-4b04-bf59-19225c2d05a0,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-12-29,3,12871.00,0.00,Standard,Cancelled,38613.00
a6a2f1be-e6d0-4ff5-bc81-da3a024516a3,22358434-f179-49a8-a8e3-7a80753d3ace,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-05-02,4,12871.00,2.00,2-day,Cancelled,50454.32
adae8ade-702c-48fa-be99-6618573b98ff,d0be255b-b5a8-4dd4-ad98-e03bfa031cc1,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-12-25,3,12871.00,1.00,Standard,Completed,38226.87
b5cf846c-e288-4d13-84ad-ba72d4c83cf9,d73b57c3-802d-458f-9d97-4077af642f56,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-05-11,4,12871.00,5.00,Express,Returned,48909.80
3b682e5b-6816-41d1-bb70-d369f4e5c68f,14c1612b-1194-4430-8559-cb43b907df2b,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-07-24,2,12871.00,2.00,Standard,On Hold,25227.16
35442f58-db69-43ab-97ae-176fdb7f6ed2,af80bfec-e41a-46f4-afbb-507369dab9b5,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-11-27,5,12871.00,1.00,Express,Shipped,63711.45
f3a0ce02-d37f-40d9-ad4b-9b26ce8e9223,ab040427-44a2-4980-a50b-ee8d10cdb788,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-02-15,3,12871.00,1.00,Standard,Shipped,38226.87
f96bd75e-9e46-4980-9574-e542e5d031c0,0fc67c4c-24be-4221-aa11-f2deba640791,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-01-21,2,12871.00,1.00,Standard,Shipped,25484.58
3f02e4c1-7643-46f2-9316-4b2a96f83a95,ea6d7370-c974-461e-a2a2-3d3b8aa02ce7,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2025-04-12,4,12871.00,4.00,Standard,Completed,49424.64
74df950e-6bf5-49b9-a5b1-b5530ccaf982,987db665-f323-4791-b956-a6ea17be6587,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2025-01-16,3,12871.00,4.00,2-day,Cancelled,37068.48
f89c20d1-a00a-422a-b930-d8cf50d9f670,db39c5f3-5ab8-44ff-ba37-efee6c57defb,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-02-27,2,12871.00,2.00,Standard,Cancelled,25227.16
731c53b6-ed98-4dad-a2ef-00e670d55b31,42157e1c-636e-4be6-8cf5-6f83dd74210c,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2025-02-25,1,12871.00,2.00,Standard,Shipped,12613.58
a150c2b3-18cb-4844-a314-5f7a0fa28d52,1a508945-e81d-4157-a3e8-9393398230c8,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-07-10,1,12871.00,4.00,2-day,Cancelled,12356.16
bfeff4a6-dd7f-485a-b05c-d60ca4341703,b257a14b-9d21-4d35-ac9d-f1e73790dd92,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-06-11,1,12871.00,3.00,Standard,Shipped,12484.87
bac9b67d-449a-490e-be41-0ca8d622d248,8137f5a8-74ee-4fa6-b5e3-b62f3ca736a4,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-11-26,5,12871.00,0.00,Standard,Processing,64355.00
bddd2e1a-af1d-4a14-b10a-cbc6ff3637c5,e0c34ceb-04e2-4992-a512-bd98c29c45d8,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2025-01-25,2,12871.00,5.00,2-day,Processing,24454.90
ebe3e164-dfee-45c7-9953-d89874a981e0,20940a88-d5e8-4d6f-84a1-91e6e5920082,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-01-27,5,12871.00,3.00,2-day,Completed,62424.35
dc560807-ecfb-4393-b6e2-d731ac287f89,f128aec0-7412-4f53-989a-6b35291b4f45,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-12-01,2,12871.00,2.00,2-day,Processing,25227.16
b1182d97-02fe-4083-ad6e-66d7373dffc8,a5fae4b3-dec4-40c7-bde6-f09c42c28b1c,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-01-29,5,12871.00,1.00,Express,Shipped,63711.45
2ee750ed-dd0a-4ed9-91ec-bcfb411398e2,2085e5f1-91f3-4388-971c-b303423c6a41,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-05-04,5,12871.00,2.00,Standard,Cancelled,63067.90
3e5257bc-8352-4f12-8a20-1b88da04d503,0e44b384-cb3a-4fbb-b015-b7c355fa7a4b,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-07-09,4,12871.00,2.00,2-day,Completed,50454.32
0b317f06-d0dc-4b63-a747-4aa93213d1ff,6f1b5999-b140-4f19-94f1-61da3ccbca3d,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-12-29,4,12871.00,0.00,Standard,Returned,51484.00
001fc4cd-7ed8-42a7-85fd-2391978d6058,18ea6b32-2269-4490-9acb-2487745e9c81,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-10-03,3,12871.00,1.00,2-day,On Hold,38226.87
9f49000d-62e2-407f-a8a1-606c5992f320,8cd4bc56-5023-432a-8c64-f772facfb24b,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2023-08-30,4,12871.00,1.00,Express,Completed,50969.16
d6452095-7214-4229-b4f0-c478f8704ab6,e27c1e66-03d9-4583-b351-5b09d9f92fec,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2022-10-10,1,12871.00,4.00,Express,Processing,12356.16
f0999c92-a8c4-4004-a379-b77d3f44cbc4,b3a5dcaf-d083-449e-bde6-67fade3c85ba,059b45b7-e7b6-4a0c-b2de-4b605e9c9a37,2024-08-20,5,12871.00,1.00,Express,Processing,63711.45
c101a5ea-ec9a-47e7-a88d-ca6a79c725f8,1931921c-7123-4abe-bbb8-ca9a30cd4b3c,06094f81-a087-4bae-9c62-e2aceadb21be,2024-07-20,1,20519.00,5.00,Standard,Completed,19493.05
c23a4b7a-d631-43a5-b42e-add8768220bb,9ed8eac5-fb6a-4de2-9966-2eab5172eac5,06094f81-a087-4bae-9c62-e2aceadb21be,2024-03-22,5,20519.00,0.00,Standard,Cancelled,102595.00
0dea0cfa-4ccf-4100-916b-e88899deb995,cc21862e-7355-40bb-8f29-4a29bc475d20,06094f81-a087-4bae-9c62-e2aceadb21be,2022-04-17,4,20519.00,2.00,Standard,Cancelled,80434.48
ee84ed30-b4a2-473e-9438-235ce5c08661,725b2879-6b3f-44f7-8bb5-7ec0c3b3a912,06094f81-a087-4bae-9c62-e2aceadb21be,2024-12-09,4,20519.00,0.00,Express,Shipped,82076.00
92a910a7-2ffe-4e51-a841-9d8e592bfc80,159daf7f-b0e8-4f0b-a622-1003bb9a4fa9,06094f81-a087-4bae-9c62-e2aceadb21be,2023-01-27,5,20519.00,0.00,Express,Processing,102595.00
a73c13c5-ad58-4b36-9d2f-7a263b098d8c,14a8da53-b66a-4a0e-ad76-28358ba9459f,06094f81-a087-4bae-9c62-e2aceadb21be,2022-04-08,1,20519.00,1.00,Express,Processing,20313.81
cdf4f90d-129b-452d-8bde-09d5caec1687,386ea406-da52-4bce-aee0-dd9d266df1c5,06094f81-a087-4bae-9c62-e2aceadb21be,2023-02-09,5,20519.00,2.00,Standard,Completed,100543.10
6b33368e-7482-4984-88e4-62f26a2bd0cd,50e7ab3f-a349-4bc3-b514-3fa1af4ceb8b,06094f81-a087-4bae-9c62-e2aceadb21be,2024-05-20,3,20519.00,3.00,2-day,Shipped,59710.29
635ca9b9-950c-48cc-871d-941cf00d658f,78a08cd4-837d-4919-ae6d-b096f1478bfb,06094f81-a087-4bae-9c62-e2aceadb21be,2024-06-24,2,20519.00,4.00,2-day,Processing,39396.48
8cbfc983-e6f5-4646-9587-305121160680,19e98c68-40a1-4015-8e4c-8508691099cd,06094f81-a087-4bae-9c62-e2aceadb21be,2024-03-29,3,20519.00,1.00,Standard,Returned,60941.43
8b136fe7-fa20-459d-8278-28dfcb2908b4,5b6d8a13-89e5-49e1-9a97-d332a5f852c5,06094f81-a087-4bae-9c62-e2aceadb21be,2025-03-20,1,20519.00,3.00,Standard,Completed,19903.43
203052ed-eb1b-4e1f-a189-062d35aac907,2bfe5f94-6851-476f-82bf-3af2c8cc4a35,06094f81-a087-4bae-9c62-e2aceadb21be,2022-04-19,2,20519.00,5.00,Standard,Processing,38986.10
64256a57-54df-429f-b543-d4e975ea5e57,b67b52eb-f15b-4847-8521-633ef018f54c,06094f81-a087-4bae-9c62-e2aceadb21be,2022-05-03,1,20519.00,4.00,Express,Pending,19698.24
81bb9375-a972-4950-a7aa-953df74b216d,8d5ce76a-0d67-4fb5-865e-0d9dbc3cf9b9,06094f81-a087-4bae-9c62-e2aceadb21be,2024-09-29,1,20519.00,2.00,Standard,Cancelled,20108.62
88dab909-660b-40a6-b232-f8267cc9c23a,9a49af79-e29b-49fa-8a0f-ce8c623d8149,06094f81-a087-4bae-9c62-e2aceadb21be,2024-08-28,2,20519.00,1.00,2-day,Returned,40627.62
b7bb6a13-9522-4e5b-aa35-8da2453f49c5,4185ad3e-5b0e-470e-bca6-38a19c3ff8da,06094f81-a087-4bae-9c62-e2aceadb21be,2023-04-26,2,20519.00,0.00,2-day,Processing,41038.00
eb6fff8a-0144-4cc5-a609-5ec0a096c1c0,6d01d2f4-3775-4e15-95fa-9af85424f395,06094f81-a087-4bae-9c62-e2aceadb21be,2023-11-13,5,20519.00,5.00,Express,Shipped,97465.25
f7f6f0e7-b7fe-47d6-9f29-49a365f8c552,cd900f53-8609-4928-bd16-9cf5bc03c730,06094f81-a087-4bae-9c62-e2aceadb21be,2023-11-02,2,20519.00,5.00,Standard,Completed,38986.10
d9f85083-7fa5-4a5f-a5c4-2553d4614c85,24528628-5320-435a-ab1a-bbae8bfc8a1a,06094f81-a087-4bae-9c62-e2aceadb21be,2025-04-18,4,20519.00,4.00,Standard,On Hold,78792.96
4a83acea-6acc-426b-8348-cdfeb81aab4f,6ea5e485-47a5-41a5-bba1-cd0646c72916,06094f81-a087-4bae-9c62-e2aceadb21be,2022-11-16,2,20519.00,3.00,Standard,Cancelled,39806.86
8106a420-dca3-4c17-b992-82e66ac680ee,6ccee5cb-36e9-4edc-abda-c9a31f6ed117,06094f81-a087-4bae-9c62-e2aceadb21be,2023-04-03,3,20519.00,0.00,Standard,On Hold,61557.00
44da8de2-84e4-484b-baeb-61f4b856ce56,165b6de5-9f5a-48f6-88a2-dd0011261aad,06094f81-a087-4bae-9c62-e2aceadb21be,2024-04-05,1,20519.00,4.00,Express,On Hold,19698.24
cc59ab64-72b6-4b5c-8ba7-4d9475f3e4d5,d1f316e6-a152-4f18-8975-5f48cdba8c39,06094f81-a087-4bae-9c62-e2aceadb21be,2025-04-10,3,20519.00,2.00,Standard,Processing,60325.86
9c615031-43ef-475a-984a-41a06211a922,4368515c-d2ca-41d2-b66c-196f29c1cd2f,06094f81-a087-4bae-9c62-e2aceadb21be,2025-04-04,5,20519.00,4.00,Standard,On Hold,98491.20
ff85e950-ca28-4461-ae4b-7297476f82af,7c9e0491-723d-469c-acf4-fb7f7576431a,06094f81-a087-4bae-9c62-e2aceadb21be,2022-10-31,2,20519.00,2.00,2-day,Shipped,40217.24
