interaction_id,customer_id,session_start,session_end,page_type,action,device,referral_source
9396b7ff-b81b-49b7-80f4-f1037f1a4b77,a837928f-8f75-4dc4-a6ee-b7f162890d53,2024-09-27 08:00:44,2024-09-28 19:38:16,about,played video,desktop,Direct Visit
0e4d43bb-4613-4bbf-bea3-f3fc798fbdf3,08d12c58-a119-4d47-8c9a-7d31e826e7c7,2024-09-01 22:16:38,2024-09-03 17:15:48,about,played video,tablet,Referred by Sales Rep
f3f8e4af-15b6-4e64-bda6-58e6d40bf4cc,6ea5bd8a-5475-4084-bf46-f81cf9b5fcf6,2025-02-19 19:36:19,2025-02-23 22:32:07,search,disliked content,mobile,Referred by Sales Rep
cfba22c7-a488-4516-bbb9-915877e643b8,e2eaa399-97aa-4722-a5f0-971bd2a557ba,2024-10-17 01:53:05,2024-10-25 09:45:46,support,played video,mobile,Direct Visit
f49cd2e7-01c2-4785-a4b2-f5092a2f1c04,2639d4d1-5ed8-46dc-8eef-b7a52cedaeff,2024-10-29 07:05:45,2024-11-02 20:27:36,faq,shared link,mobile,Direct Visit
afedc88e-aa14-4e6e-93fd-611f6e6a178c,b3a7138f-64f1-4221-acd5-331957efb920,2025-02-20 06:22:15,2025-03-01 01:35:56,home,clicked demo,tablet,Referred by Sales Rep
765007e6-c5bb-409b-9fc5-78740c7121c4,57ada76b-647e-47d6-985c-47f255ce8ad3,2024-06-27 14:09:25,2024-07-06 20:51:07,blog,viewed page,desktop,Referred by Sales Rep
701dfadc-e850-4a32-a3b6-46fda0112e88,4847fd29-7d99-4c77-a6ae-d18883013188,2024-07-26 17:36:10,2024-07-29 04:55:58,checkout,logged out,tablet,Referred by Sales Rep
239583f2-beed-4b0c-9761-f06cc8686555,6c7ebd39-73b9-41ce-a355-f133747a8067,2025-01-04 23:01:59,2025-01-09 07:42:20,about,submitted query,desktop,Referred by Sales Rep
d10e83b7-b381-40ab-8aef-bdd9bc40aa67,191f43b6-f9f3-4163-8224-7d04e46c15f1,2024-08-19 18:45:36,2024-08-22 07:10:35,home,posted comment,tablet,TradeShowConnect.com
0b204cb5-f5d5-4052-86cf-8e03201af78c,d3552722-86e5-43c4-be9a-fc56623e6a08,2024-05-15 13:17:11,2024-05-20 14:38:55,profile,played video,desktop,RobotWorld.com
e8845ca1-c6bf-4b69-94ac-49e5f7984066,1ac612a8-7252-4954-8945-ef0139ed2e87,2024-12-03 05:25:54,2024-12-06 04:53:42,faq,downloaded resource,mobile,Referred by Sales Rep
f919adb3-7232-428b-a6bf-17c3f75c8ca7,47488bed-cffe-4659-a498-eafae5922bc0,2024-09-23 00:56:37,2024-09-26 16:09:47,dashboard,disliked content,tablet,Direct Visit
99c7f3d0-b0ef-4181-ba25-d155cad83734,f7080ffb-06b8-4a55-9792-ead30c7bd362,2024-06-28 05:59:03,2024-07-01 22:24:15,dashboard,shared link,desktop,Referred by Sales Rep
62fd59c2-d1ca-4f57-b5e3-28812cae4a5b,24528628-5320-435a-ab1a-bbae8bfc8a1a,2024-05-29 19:04:28,2024-06-06 18:51:52,cart,posted comment,mobile,TradeShowConnect.com
a4f2f919-aad2-407e-b5dc-252bb21642be,8146576c-37b8-4db2-aa42-662baa586439,2024-09-18 23:39:26,2024-09-23 09:21:26,reviews,clicked ad,tablet,Direct Visit
a4f89abf-0187-4629-8283-e23bb695516a,f1980c3f-c829-44e5-9712-80092d7ed648,2024-08-25 02:11:40,2024-09-01 12:20:18,contact,logged in,tablet,TradeShowConnect.com
73d80326-d13d-4218-bce5-677a083a1e08,ff49c123-ee35-4a3a-8a7c-e1a6271b0297,2024-10-02 18:30:15,2024-10-09 02:51:15,signup,paused video,desktop,Direct Visit
1b177e61-5c1f-4bbf-83aa-69a6fe88de93,f15a9d34-881a-4bcd-8607-db149e967a12,2024-11-04 08:53:33,2024-11-10 23:55:51,login,filled out form,mobile,Direct Visit
92474f87-4cd0-4a99-8b6d-67b152d4ba71,070949f7-937e-49a3-9585-3094d1fb6dce,2024-08-10 02:03:56,2024-08-12 06:11:13,privacy,shared link,desktop,Direct Visit
886c2396-7793-452a-9033-490025ee8499,5947e28a-329d-4ac2-963c-42597d879fd1,2025-02-08 07:20:32,2025-02-12 06:14:09,terms,posted comment,mobile,Direct Visit
bd358dbe-6eeb-426b-a19d-3f3be7f4478c,e1ab0c47-0554-4707-9fd9-b3812cc39eb8,2024-05-10 12:37:48,2024-05-16 06:02:09,faq,filled out form,desktop,Direct Visit
c29b7234-e37b-4db3-94cb-c0853eb1fd2e,da1880d8-0a2d-42ea-aa89-f71857217ef8,2024-10-07 04:43:12,2024-10-16 10:20:29,search,clicked ad,mobile,Direct Visit
c5581f5b-da7f-4dbb-bcc8-67c9d4015a5c,9dfd723a-d387-4a78-9808-05fa25944150,2024-10-14 02:41:06,2024-10-18 07:29:30,pricing,liked content,tablet,Referred by Sales Rep
f3c5e5d7-b290-4917-ac82-2b67a970548a,4737771a-762f-4384-abef-36b70279bffc,2024-10-27 07:06:10,2024-10-29 07:44:48,cart,paused video,tablet,Referred by Sales Rep
6d6512bb-9b6a-4050-b5cc-7f285d6e0a9b,53016805-3937-4ed7-9ca7-0dee4d28302d,2024-12-24 02:16:49,2024-12-29 15:19:16,reviews,clicked ad,desktop,TradeShowConnect.com
3097fd15-d2f0-4253-a1e2-61b54c6625e6,805d6c13-753c-48af-9278-aedaf4208724,2024-05-01 03:12:26,2024-05-03 16:54:29,profile,navigated,mobile,Referred by Sales Rep
bfdbabc4-7c32-4fd2-b14f-80bf13b363ea,1b8c3f94-d3de-4614-b3d3-191198a99d35,2025-04-02 14:19:21,2025-04-06 17:29:05,profile,navigated,tablet,Direct Visit
b46e60fd-b681-4c80-ab27-303047c36fea,64ef969b-3f3e-4c1a-8805-fa8b89bc790b,2024-10-22 00:07:34,2024-10-24 20:36:06,login,played video,mobile,TradeShowConnect.com
d7b65fe8-203a-4d5a-a8ca-48f27fb7895b,6dbe089a-94a9-4e0e-a320-e0eb382725e6,2024-05-12 13:26:11,2024-05-14 17:13:17,contact,viewed page,tablet,Referred by Sales Rep
ddf04a7c-c3ed-472f-b573-36e153b78499,91cc9065-46a2-46b7-ad1b-08f99897d935,2024-06-04 01:32:45,2024-06-08 20:38:39,product,logged in,desktop,TradeShowConnect.com
abbb8e4c-bfe2-4705-be0b-17ff6ba1728c,ae554543-03da-4f4e-80c1-4805d774983b,2024-10-06 16:23:42,2024-10-09 13:58:36,support,viewed page,mobile,Direct Visit
d6279b9e-10b8-4903-a5f2-d0a9dd623796,8d5b44fe-eb8f-47b4-bda0-f9ffbfdfa53c,2024-08-09 03:35:55,2024-08-11 05:09:02,reviews,downloaded resource,mobile,Direct Visit
fdb8039b-28db-4634-8546-c3e76df32492,2fea4635-1212-4cda-888e-5c4e982e9c7b,2024-11-18 02:15:10,2024-11-23 14:42:48,product,clicked ad,mobile,TradeShowConnect.com
a2031eb2-dad9-426c-bb05-82eddf2a1377,56465eaf-7e37-4ce1-964d-1c3026116595,2024-12-11 02:10:20,2024-12-15 07:40:08,support,logged out,desktop,Referred by Sales Rep
21d88d27-b13c-4128-bcd8-93c47ea33d08,0483c691-372e-4e72-899a-3c10a414c79d,2025-04-12 06:29:42,2025-04-18 08:55:51,terms,clicked demo,mobile,Referred by Sales Rep
31b856e7-642d-41fa-9530-16f5537ea3d6,76e4df61-15a9-4e73-b2b1-75d57126c0fc,2024-09-23 18:18:31,2024-09-28 14:10:07,blog,filled out form,tablet,Direct Visit
0f78ac77-f7e0-4362-9830-090f69f2669c,35bd75bc-fa3b-4639-af77-e69e9338268c,2024-08-02 19:43:05,2024-08-12 00:19:40,support,navigated,tablet,Referred by Sales Rep
6e095f63-52f1-415e-a757-b23f41e44cd6,0501986c-652c-4ae3-9c78-28a94083c878,2025-02-21 06:36:48,2025-02-23 23:44:25,about,logged out,mobile,Direct Visit
f25d2211-b34c-4432-a64a-5b7dbd520bad,45a9c610-17c9-4b1e-9a49-ea480f3d4117,2024-12-15 09:17:51,2024-12-15 15:03:36,cart,paused video,desktop,TradeShowConnect.com
50569272-d0c0-4e19-88d0-91ade21cb300,bba4ac90-a0ed-411a-a9b0-053eea601efb,2024-12-29 20:40:54,2024-12-30 05:54:10,contact,clicked ad,mobile,Direct Visit
f8b4f70e-610e-497c-9ef9-f75306b7f75a,3e12a984-5421-4394-ae32-c95c3745b5aa,2025-02-04 00:18:21,2025-02-06 21:39:09,signup,downloaded resource,tablet,Referred by Sales Rep
be72f4da-a205-4e23-a59a-bfcffc9ff838,2a0e836b-0397-474b-bcbc-dedc21bab93f,2024-05-23 18:31:21,2024-06-01 18:02:05,checkout,disliked content,desktop,TradeShowConnect.com
50d6af8d-0afb-4eb6-904a-93efe0ca01fb,5b8de233-4323-405e-87e8-d8d20d01518b,2024-06-10 19:33:54,2024-06-15 20:29:24,dashboard,submitted query,mobile,Referred by Sales Rep
1b6867f4-8b6c-44a9-85c8-fa492298491c,133068a6-432d-4b60-81ef-0a63df8d553b,2024-06-04 16:10:22,2024-06-10 16:55:59,privacy,logged in,tablet,Referred by Sales Rep
cdc11994-4b8b-48ce-9b1a-cd7e7a4db2e3,a1e2842a-99a9-4a2f-9dc3-6cfc3d58d150,2024-06-11 14:30:39,2024-06-11 15:08:33,home,played video,desktop,TradeShowConnect.com
01e26902-1ec4-479b-be2a-fbd2ea54cc99,4afc75b4-0207-4642-bde1-0caed0f36b3b,2024-11-26 14:41:08,2024-12-01 10:10:13,signup,viewed page,tablet,Direct Visit
239471b1-ffcf-4fa3-bcab-4d528048dd97,96320218-1954-432b-a768-936742892cb3,2025-03-12 21:12:22,2025-03-18 02:28:07,checkout,logged in,tablet,Direct Visit
ec2579b8-d1da-44a3-afd2-5518d3cc5870,5035f709-1adc-4ef5-8dea-36451883fe28,2024-08-07 07:08:46,2024-08-07 20:32:54,pricing,liked content,mobile,Referred by Sales Rep
e12022d3-5608-403c-9fed-2f6e1e22ae2c,33bdc351-ec6a-4438-9131-879a620a34b8,2025-02-04 01:36:17,2025-02-06 13:18:41,faq,paused video,tablet,Referred by Sales Rep
d0c70e8d-6df6-454f-b310-9960176cc40e,def3243a-9c07-462f-b0a1-c43e5d0cddb9,2024-12-23 16:51:40,2025-01-02 08:16:58,login,paused video,desktop,Direct Visit
9b3675e1-a64e-48f4-b152-cdc5bf16029f,c8d0b8ce-1fe7-4a7c-aca3-d2d3f9516084,2024-09-14 21:24:28,2024-09-16 07:25:18,search,filled out form,desktop,Referred by Sales Rep
3d322e3c-a585-4f75-ad5f-1c27fff3b08c,25307df6-fd38-46c8-b8bb-79e1c5e716b0,2025-01-22 20:13:18,2025-01-29 10:13:31,about,logged out,mobile,Referred by Sales Rep
8dd0179e-53c1-4b62-a34e-36efe3b2bb39,35c0e078-4cef-4ff0-a8b0-fcf1bbb211d8,2024-11-12 16:32:49,2024-11-14 07:47:42,cart,clicked ad,mobile,Direct Visit
947e55b6-8b79-4542-ac58-36592f0df69e,47a3956c-029e-4dd6-873c-6de86e077637,2025-03-12 18:02:48,2025-03-22 17:19:14,profile,posted comment,desktop,Direct Visit
8d21d391-04bc-48bb-952c-99ff9234b38a,5d4e2075-33b2-4323-9a62-d445d4323734,2024-12-05 22:22:07,2024-12-07 21:05:58,blog,clicked ad,desktop,Referred by Sales Rep
259281d3-e221-4c47-9347-e7828bb4ff28,bba4ac90-a0ed-411a-a9b0-053eea601efb,2024-09-13 12:25:25,2024-09-20 18:01:07,signup,submitted query,mobile,TradeShowConnect.com
04d86c3d-54b6-40ff-9e99-3c0ee5885e08,dade2d10-9d80-427c-a940-01da29c3b01b,2024-10-19 10:19:24,2024-10-21 12:34:18,support,viewed page,tablet,Direct Visit
f3c6f0d4-afae-4c53-80f0-316b8efdcee3,6b8be7af-5416-4c6a-bb9e-471c4e9a2a94,2024-12-07 20:09:53,2024-12-12 23:30:11,faq,posted comment,mobile,Direct Visit
f957d101-002d-4293-aa13-763fbd38a872,51010649-0602-4ed7-ba59-5921ccdee546,2024-12-23 09:44:05,2024-12-24 07:02:24,profile,posted comment,desktop,TradeShowConnect.com
673e35e8-6bd6-4ab1-84c0-f825d8d0ceed,18354795-93c8-47ce-bdc7-7a23b1c799d6,2024-11-20 04:16:04,2024-11-22 00:42:42,login,clicked demo,mobile,Referred by Sales Rep
4b14729f-1041-46fa-884e-28c54dba3fb1,4bf0506c-ea32-4fcb-9aae-457e49d7e3ef,2024-08-16 11:09:17,2024-08-21 18:50:53,cart,viewed page,desktop,Referred by Sales Rep
c4493cad-bbbb-4dc0-8ff1-07263e054e82,223dbea0-3bb1-4d21-848c-e6503d18d0cd,2025-03-29 19:42:10,2025-04-06 09:57:43,pricing,shared link,tablet,Referred by Sales Rep
623a6564-a7ae-4ae0-b056-f8189382d550,7033336d-ec5f-4046-8ea1-41bb002c36ef,2025-03-16 21:12:22,2025-03-16 23:15:53,signup,downloaded resource,mobile,Direct Visit
ee6f59f1-fb00-4c32-af7c-17c32c2adf8a,ac528d59-a0ae-4540-9944-f1199f4ba801,2024-08-13 02:16:24,2024-08-16 17:01:49,checkout,downloaded resource,desktop,TradeShowConnect.com
1119f1d6-99bf-4315-a8e3-d7b10fbdb40f,54d2e5d1-1316-4d0e-ad38-2862f482e122,2024-07-26 05:34:59,2024-07-29 12:21:43,about,navigated,mobile,Direct Visit
4bc04736-b2b3-420e-9ee5-11a37fb9fc0c,778a8d5e-fe8d-47cf-9d02-932333ddfa13,2024-09-22 08:22:48,2024-09-26 18:00:47,blog,disliked content,tablet,TradeShowConnect.com
801e4174-70a4-4ee3-9216-317bc607a607,c005d890-f745-44b4-ab17-72143f815f2f,2025-02-21 00:53:24,2025-03-01 01:14:11,reviews,clicked ad,desktop,Referred by Sales Rep
b519aa63-fd5c-4baa-85d0-64ddf2de4d48,ab745953-e9fd-42c7-9101-1b021e03fa66,2025-01-03 20:03:34,2025-01-10 02:37:19,privacy,disliked content,mobile,RobotWorld.com
c7577893-21b9-4abf-b25b-4b15a9b7a1a0,e73c5bb2-c4ec-47bd-b908-449d6715f5dc,2024-11-05 14:18:36,2024-11-10 06:02:56,home,logged in,tablet,Direct Visit
56d42b7c-5d64-4148-b78e-b90c39d1c089,fc2d61fa-8805-41f8-8933-bd1c867b5262,2024-12-19 18:11:50,2024-12-29 02:03:42,terms,posted comment,desktop,RobotWorld.com
3cc25d2f-c652-430a-b75c-a7e51a63c62d,d14cff2e-e0fb-4366-9780-192cf9c607cf,2024-09-14 09:13:16,2024-09-20 21:54:46,cart,clicked demo,tablet,Referred by Sales Rep
ca8e374f-41c6-4c87-8246-ad9d44f89808,6b3a088d-1fd3-4ed8-8bd3-0beb03fe66eb,2024-05-11 08:44:03,2024-05-17 05:30:13,faq,liked content,desktop,Referred by Sales Rep
a7856d6d-7169-4e28-8093-b72152f36c07,d301a796-c3ce-41a8-86bf-43f64db34ba5,2024-06-07 22:49:21,2024-06-16 21:51:55,product,downloaded resource,mobile,Referred by Sales Rep
fa322e4a-affb-4406-86dc-8b1f640138a0,ccec53c0-3b95-46ce-b95e-13c63f71fb3b,2024-11-03 22:38:41,2024-11-13 05:18:51,search,navigated,mobile,Direct Visit
91292c97-124f-4450-a912-cf89d302d2f5,f35d6490-5eca-4e41-8fd1-d5f4f434b304,2025-03-31 00:13:44,2025-04-09 16:17:02,checkout,logged in,tablet,Referred by Sales Rep
ad2bd79e-2674-43e5-8af8-65f46e9ad790,06a96b92-e94c-434f-b32a-d0e68f3a44ba,2024-11-07 02:33:22,2024-11-09 12:20:45,privacy,filled out form,tablet,Direct Visit
15cccb52-e182-426c-a0ad-3cbbf7b4824b,eadfd0d3-0466-452a-b8b0-79e8e673f1f7,2025-02-09 22:10:52,2025-02-18 12:23:18,dashboard,played video,tablet,TradeShowConnect.com
5af5d0b6-08ce-43c1-b078-5142de271c62,00cc7fe0-dada-4b92-a322-314cc099a092,2025-01-10 20:51:23,2025-01-12 01:18:14,contact,submitted query,desktop,RobotWorld.com
06753e51-9256-44c4-a63e-b269d0828731,10192e78-556d-4e8d-a09d-5dc2243b8959,2024-07-29 07:01:41,2024-08-07 06:17:54,search,clicked ad,mobile,Referred by Sales Rep
e485b659-7bc1-438b-a01d-a778c5f6f804,e9367838-ad18-4bb8-83e0-5824dd4f1c48,2024-12-07 17:50:43,2024-12-08 08:50:56,terms,shared link,tablet,TradeShowConnect.com
6aff595f-8262-4276-9fd3-040fe7eab100,3506cc8d-f455-45e6-b184-03a58361a917,2025-04-08 18:37:01,2025-04-13 09:29:43,blog,posted comment,mobile,Direct Visit
9eaf3234-ad45-4fb1-91f0-7f3a56b6a394,8d1eaec9-a79e-4a30-a5dc-410cab6b6c16,2025-03-06 00:12:13,2025-03-07 23:24:18,signup,logged out,desktop,Referred by Sales Rep
dd950f81-cdc8-4890-b482-5442af00516f,feeec9fa-db14-40ba-add0-3ebfcdb579af,2024-10-08 19:17:52,2024-10-16 23:50:24,reviews,viewed page,desktop,Direct Visit
f32ea60e-12d5-4bfb-b443-6bb034fedda5,39d83009-0fc3-4631-a5c4-1a5581366f37,2025-03-20 05:27:38,2025-03-28 12:37:05,home,paused video,mobile,Referred by Sales Rep
55ad804c-7621-4090-aa5b-6e3e558b289f,b8659af8-2516-46df-bc7a-bd6b71d51f8f,2024-06-01 04:56:07,2024-06-07 05:12:49,faq,navigated,desktop,RobotWorld.com
9854d699-f667-42c3-8614-75a2006e19ee,c6c255fd-aa96-4b3c-9ac1-e9ff0fa4e872,2024-11-25 14:30:55,2024-12-01 03:51:34,profile,filled out form,tablet,Referred by Sales Rep
e6959d63-bcae-4562-8ca3-a7b0fe61678a,31a68bd6-3ec2-4907-b2eb-ddd59e393d8c,2025-04-20 14:09:46,2025-04-25 22:09:28,faq,clicked ad,tablet,Referred by Sales Rep
0df46263-eaaf-4990-bb98-8291aeb50903,0b8637c4-f638-4938-803b-8ea88d0d8688,2024-08-23 15:16:00,2024-08-30 12:22:10,product,downloaded resource,desktop,Direct Visit
6534ff23-76e0-4699-8ae9-0c65bfc02dae,f7734ab3-b474-474b-a93d-a312cb98e5fa,2025-04-12 23:53:37,2025-04-19 12:26:35,support,logged in,mobile,Direct Visit
21c6a5fd-b715-4af3-a906-56896b3ecd67,c16d5ac1-7f4a-49d4-8792-9abedac17375,2025-01-07 21:40:10,2025-01-10 11:17:30,cart,submitted query,mobile,Direct Visit
dfd60cca-7d6d-45e0-976f-5c08a546c76d,e194b5d7-4f56-4deb-81d1-70f1369f0473,2024-12-06 15:42:47,2024-12-08 11:41:20,login,shared link,tablet,TradeShowConnect.com
43fc7d1d-6458-468b-b3ac-b03665551352,a7cec4ad-8097-4ad6-ad42-b332c58d89ba,2024-12-12 03:20:25,2024-12-19 13:33:00,dashboard,paused video,tablet,Referred by Sales Rep
49572df0-9f7f-461d-866b-92a4e9d4255d,f8499795-82e6-4830-8990-945fd609c872,2025-03-21 03:22:37,2025-03-27 22:40:50,about,filled out form,desktop,Direct Visit
300a6d70-a6a8-4767-90f4-610e74e19d1d,44ced49d-19d7-4056-ba91-ab060f60bb2f,2024-09-25 16:05:32,2024-09-30 13:08:18,contact,navigated,mobile,Direct Visit
048acbb4-1347-479f-829c-b4a9e72a11be,0aa0a27e-8b9a-4ad5-91d3-14af5bdcd91e,2025-02-06 10:26:49,2025-02-13 23:57:33,cart,viewed page,mobile,Referred by Sales Rep
c67f9cd5-7aaf-47cb-8980-f288f6910dd8,3b12d49a-35c0-4533-93f8-6f84aa8436db,2024-10-16 23:07:00,2024-10-18 06:34:10,reviews,logged in,desktop,Referred by Sales Rep
fc8cbc13-7370-4373-84dc-19f8bc62a21f,b581d126-b057-4f15-90a9-a4817af155bb,2025-03-20 10:43:38,2025-03-23 10:27:20,checkout,posted comment,tablet,TradeShowConnect.com
2a242dd4-627b-4a71-9036-29e9e2acfc3f,949682c3-2c0e-4efb-ba52-319239ee8b4b,2024-09-21 06:19:31,2024-09-22 08:16:26,home,navigated,mobile,Referred by Sales Rep
c7ce5312-8444-4d71-a9a0-ad1f6c7f0f2c,c1eef6d6-1dbf-435a-842d-81b877a7a260,2025-02-11 09:49:32,2025-02-11 10:28:39,terms,posted comment,desktop,Direct Visit
4f83a097-9b36-48d2-9d74-3049c9e30438,eb7e4270-6851-4ad2-9fe3-7ba9090593b7,2025-01-24 11:06:52,2025-01-26 03:11:34,faq,clicked ad,mobile,TradeShowConnect.com
3882bc70-678f-4496-8b1a-c52a1dc4130c,9734841b-0676-4c3d-b6be-aa9699d767fe,2025-03-06 17:10:36,2025-03-12 21:47:04,privacy,liked content,desktop,TradeShowConnect.com
5bcce2dc-644f-406a-87d5-56f173f163a1,8137f5a8-74ee-4fa6-b5e3-b62f3ca736a4,2025-04-09 09:20:04,2025-04-17 13:52:22,home,posted comment,mobile,Direct Visit
2e2d127b-43f9-4ef4-8c17-54c178ecdd9a,55411497-12cc-46ab-8fa3-ecb63f22e8bd,2025-04-09 12:21:50,2025-04-10 18:18:01,blog,disliked content,mobile,TradeShowConnect.com
fe5e44f4-8f40-4542-b02f-bbef124a1c38,8f576327-8dac-414b-88e3-eefac7def020,2024-04-30 05:38:54,2024-05-02 02:54:50,login,clicked demo,tablet,Direct Visit
8c751672-799e-4be7-9315-2624951287a0,eaa61927-02c5-4726-af50-ed7f93216b3f,2024-10-08 11:49:00,2024-10-09 07:07:46,terms,navigated,mobile,Direct Visit
cd82f859-8a54-4444-a60a-52bd2d7c3dc5,36d5efaf-e531-407e-b19c-b8addf76e3f6,2024-09-19 10:22:41,2024-09-24 01:33:02,pricing,shared link,desktop,Referred by Sales Rep
699f0ed8-5ca0-4244-b508-ed2fcf8d88af,2f921094-9196-406e-8e34-a956eb664dc9,2025-02-12 02:23:59,2025-02-22 01:37:03,contact,logged out,desktop,Referred by Sales Rep
214e563e-6fc9-43ed-a2cc-c941e1e6cb39,a936a286-5188-4836-abb7-bcb77dd8041a,2025-02-24 18:52:34,2025-03-02 01:52:06,faq,played video,mobile,Referred by Sales Rep
c3cdba57-41f4-40a2-b855-4ad6554842ec,659f2875-e6ee-487a-b5fe-dde52007ead2,2024-09-16 00:53:18,2024-09-21 15:05:57,signup,submitted query,tablet,Direct Visit
322b6ae3-211a-4436-93a3-14c3c3d79b58,d468ed61-d435-4f51-9915-2397c0093d3a,2025-02-18 09:31:03,2025-02-21 00:09:02,login,submitted query,tablet,Direct Visit
e79d8d22-557d-4f00-bf9c-da36272a88db,99f8898b-e180-4728-9b70-1400d912bf39,2024-10-12 17:29:13,2024-10-18 03:08:31,privacy,logged in,desktop,Referred by Sales Rep
88c87866-0c6d-449d-a7bb-f4ae94df0764,78b0b304-b275-4626-a446-46b385945eae,2024-06-07 08:38:11,2024-06-08 02:20:56,pricing,liked content,mobile,TradeShowConnect.com
c3d2b7df-0466-45ad-b079-af27e4374b38,86ad58f5-6680-4ca9-8184-98acabd3e83c,2024-10-27 20:23:10,2024-11-03 15:57:00,product,played video,mobile,Direct Visit
0f0139f5-18e5-4221-b92d-caec5dfe8788,90af2055-887c-41f7-96ec-12640b70e5d3,2025-01-15 10:29:50,2025-01-20 06:46:20,faq,clicked ad,desktop,TradeShowConnect.com
76a271b5-85b6-484a-a7f7-d76bf77537c2,5d6b5d7c-5221-4f5b-ad14-caa06027a548,2024-10-31 14:03:32,2024-11-03 05:02:23,login,liked content,mobile,TradeShowConnect.com
944f521c-ddfc-4cb5-b995-022ffb540c2f,5cc98667-0b97-4e8b-912d-eb8a4a468f1d,2024-09-23 04:15:30,2024-09-24 17:07:59,dashboard,clicked demo,tablet,Referred by Sales Rep
f080fc57-6ea2-43bd-8792-17b3a59312c7,45802c91-14c0-44b7-bdd0-1fcc54e0ef5c,2024-06-17 08:29:22,2024-06-20 15:10:11,blog,filled out form,desktop,Referred by Sales Rep
8234680a-ff8f-4b40-9d41-073383efcb5f,4fb2ff16-7a3c-4114-915c-d3357bcc7336,2025-01-15 00:37:35,2025-01-21 13:32:07,faq,navigated,tablet,Direct Visit
5fcc5250-4f34-4ef7-baf9-5ccc543b220f,d6d319d3-f940-409d-9263-97f0c52ca7eb,2024-10-18 13:10:17,2024-10-23 17:51:19,reviews,viewed page,mobile,TradeShowConnect.com
7320e45a-6ee2-4aa5-b172-d1b1a97c8063,75553ef0-d821-447b-b43a-3b039caafa84,2024-12-01 18:00:04,2024-12-03 13:18:29,profile,shared link,tablet,Direct Visit
49f5afdb-748e-4a57-a2a5-70ebadc4fc13,8b69f386-f732-460e-bf4a-c59aac9104f9,2025-02-16 09:00:50,2025-02-21 03:25:10,search,logged out,desktop,Referred by Sales Rep
2276e5f4-3465-45f6-8077-5e6909dd1c72,a3791d52-225d-4f1a-ba50-e44d2658de73,2024-10-29 14:03:23,2024-10-30 00:31:12,home,disliked content,mobile,Referred by Sales Rep
4abfdef7-eb4b-4a3f-bdd6-dfc4998f471c,a734c818-e619-48f9-a17e-49cf19cb4640,2025-04-10 01:39:00,2025-04-17 21:45:10,blog,viewed page,desktop,TradeShowConnect.com
68a1d3ad-b22c-47e3-b471-c94047b94d70,3d6f3e2a-ffe1-4df9-be90-10940d628a32,2024-09-24 00:56:20,2024-09-25 16:54:33,cart,posted comment,tablet,Referred by Sales Rep
af8f2779-768c-4c5d-b3e0-13a2b88f1f9b,ca6f5efa-9d67-4a72-b04e-362df73e4c6e,2024-06-30 14:19:21,2024-07-02 17:49:31,contact,logged in,mobile,RobotWorld.com
