invoice_id,order_id,customer_id,invoice_date,amount,payment_status,due_date,payment_method
cb19dc08-d6eb-498c-87f3-786a612289cc,7b92197c-0edf-4fa5-99a3-343009c50060,632b1537-7ee4-4be5-9796-3b726980b1ad,2024-08-30,440.90,90+ days past due,2025-01-12,Net 30 Terms
fc7aaf08-bc13-4af9-9150-140b9fcfc41d,80b96e84-91d9-4bc3-a0e6-d32f86502073,61e6c352-9609-45b6-aa7a-796493eec595,2024-05-04,406.38,Collections,2024-06-23,Invoice Financing
12d57f43-7cdd-41da-8576-5cb00fdc75df,e59c4de8-6c5b-4076-a230-4eb48fead754,3b14361b-20f3-4eee-86c7-98ebd708a8aa,2024-10-09,551.87,Collections,2024-12-11,Invoice Financing
373f9732-7538-4561-8d4c-2616ed492f56,490edcce-b326-435f-8cff-60c903cd3de9,5f2f595d-ab4a-4395-83dd-a005dcb242f4,2024-08-20,449.55,Paid,2025-03-28,Procurement Card
8ed02db0-6e0f-4d97-8ddb-032e91c751b4,044b544a-29eb-4faf-8747-1b3192c84352,9b80deeb-60de-4075-8bdc-0ba4dd669fb3,2024-07-11,597.56,90+ days past due,2024-09-09,Net 30 Terms
6c4c14ca-ac94-4e8f-81bb-2579732a87b5,82ddbc48-9df4-42d5-a544-55256c1c8efc,2b2d14bb-74c9-4715-8714-50c492935cf2,2024-08-09,410.52,60 days past due,2024-09-30,Corporate Credit Card
1579c40a-d29e-4730-ac52-286e0ec0330a,536f90fb-e717-40b3-bbed-d5c92765cb95,3f3dc217-8e2d-41b7-ace1-eeed17258024,2024-05-18,417.36,Paid,2025-01-19,Procurement Card
90a347b0-7c54-478c-9415-0e5d070530f2,7f2b65be-7273-468c-b485-a42b640c05ea,2d548d7e-eebb-46b0-8204-111dedeed5e7,2024-08-07,384.42,Paid,2025-04-04,Check
b9c3d951-ffd1-4092-8cfb-6cda492cb993,a02ceb41-ba7b-4e81-960c-93d6a06812ce,b6316653-4c07-4436-997f-dec01dcc13b3,2024-07-14,409.97,Paid,2025-03-27,Check
10daee1c-c122-4181-a359-584843a8b6d4,64009f08-9313-488f-9526-44879891de00,ea4d07d1-8e22-4e92-a9e7-b59855abb418,2024-06-12,438.04,Paid,2025-03-20,ACH
cb7e53a1-df52-4c4f-ba9b-f86c1a9f5289,3ee4ce7d-e353-42ad-94f0-4062e1d5e233,a01c01f9-1cff-4c5e-b6f3-6899867d350b,2024-04-25,605.34,60 days past due,2024-06-21,Corporate Credit Card
a30c8323-11dc-4eba-90c0-31de78805fd0,914058cc-8e1b-4bed-b67e-4a70e0d8f634,9b9d76b6-69d9-4a53-9200-f293aa200c61,2024-06-24,414.06,Paid,2025-04-15,Procurement Card
4ae39cda-80b2-4a98-9392-3e57924e952e,7fce4516-209a-4c8e-ab3c-41c13dfb98fa,4e71d8cf-c88d-4719-851b-45d240a1b515,2024-07-18,494.60,90+ days past due,2024-10-07,Net 30 Terms
ed7c9fd2-bf3d-435d-bc59-2c15a94de11f,8da4738b-5719-4401-9b36-fe7aaab5dcca,e07c08b3-5ca1-49e9-aa90-4a6275210417,2024-09-04,402.63,90+ days past due,2024-12-31,Net 30 Terms
3e955a15-c9fd-4b50-b58b-5a81125d0998,eae7688e-7e64-4b3c-a508-267a47a7800d,5a037a06-b64a-42c5-abbe-9fa0cf6adbe0,2024-07-04,551.38,Paid,2024-08-12,ACH
ed3b0ee8-1c33-4ff8-a0d0-0d5e8d6ec994,64128efd-009a-4656-92c0-9c4243bc18c7,73dc28a3-85b4-40ce-8af3-7545ac6fdb9c,2024-05-20,501.18,60 days past due,2024-07-11,Corporate Credit Card
b0741dd4-0c8a-4c10-911c-1911ea94fae3,71aabc7c-3f78-4afb-9c1b-9bb4779a67c2,2c787353-78e3-4f93-adb9-ae8a96f13d57,2024-12-28,439.50,Paid,2025-01-13,Check
ae7ffa67-25f9-406a-84af-94aeb5f66d37,95de481f-25a6-4320-b4ee-f9f484c41a2f,36d5efaf-e531-407e-b19c-b8addf76e3f6,2024-08-14,385.96,Collections,2025-03-16,Invoice Financing
a5b3543c-85ee-4f58-8b2a-49f044b15ce6,646cee40-3c17-4295-9f1c-e2236b32c773,3b49b487-f9fd-4e2a-bd1c-7916247ab381,2024-05-08,623.33,30 days past due,2025-04-13,Wire Transfer
5f96a1e2-a187-4953-89e7-d99ca1c1d73d,b54eb2b9-f0ec-4a32-a210-00e4773d7cda,95bbde38-f611-4fc7-8135-018ac9aaf75e,2024-07-13,609.07,Paid,2025-01-18,Check
ff71e80d-96b5-4b6a-99cf-99d6b18bb735,b34a17f7-9b70-4bfe-b590-1b8cbf9f011c,cebc46be-5aef-49a2-9ef9-cf1abae3d0de,2024-12-29,549.09,30 days past due,2025-03-23,Wire Transfer
b7ba62cb-127e-4e02-b96e-f9742f80fb4e,e8a9800f-a43e-48d7-982f-8c905b875edc,5b7e0538-2653-4822-8cdc-fe7fc7445570,2024-08-30,512.29,Paid,2024-11-12,Procurement Card
5d1fd6dd-4db2-4d74-8538-076af060bcf6,3c5f7749-e371-4723-9440-5d942e76f758,13a54ea9-83dc-4b11-a990-03bbef25c8ca,2024-08-23,467.80,Paid,2025-01-24,Check
5ece40ba-e5b1-4de4-9f24-dfaf5d2cca9c,a3794703-a9bd-419d-b855-e756f50f8510,8798be0e-69f9-46bc-9de9-7dc8dbd34526,2024-10-12,545.63,Collections,2024-12-10,Invoice Financing
aa54be18-75f0-4a9e-90cb-294f2724cf6e,da4cd10c-b941-401b-b9ef-3358daffd1fb,ea701ec8-de3d-48ca-a0fc-c0c16d00ddd7,2024-07-12,462.59,Paid,2025-01-09,ACH
13a2157b-0694-486d-a3fb-0bb1b6658bb8,4027258e-2146-4c96-9731-3bff97300f6d,05db1269-3784-4c93-b5f9-07afc83a81a9,2024-09-21,503.44,Collections,2024-10-25,Invoice Financing
4da34293-d0b9-4963-b996-85dfc0434d33,3915597f-2f58-4bce-ab3c-e8d9d54bfb04,56cbc778-e3b5-4994-a027-756960029cd9,2024-10-29,403.69,90+ days past due,2024-12-14,Net 30 Terms
25e76766-5aac-4934-b418-7a7146f9ac4b,749d221d-22fb-438c-b279-65221e7c4ccf,5bc07a76-43b3-450f-80c1-0f9a75803d03,2024-06-12,596.16,60 days past due,2024-11-01,Corporate Credit Card
770af5b0-0021-4ca1-b808-ee6b2d0930ad,c5ac38f3-1022-42f3-92a8-16baf6fe8713,835a3c2b-2680-4ee6-9cbb-1ef8eb392cfa,2024-11-11,489.33,Paid,2025-02-22,Procurement Card
cfb3f181-3289-4439-8e7c-6015e0382f8a,83b2076d-94cc-455e-a7eb-8874c1548fc8,b23ef9a5-80d9-462f-945b-975a9ecf1f03,2025-01-20,564.06,30 days past due,2025-03-29,Wire Transfer
bedbd6f8-9863-4a4c-8e1c-3e4aef26863c,f18803eb-1ff9-437e-9e8f-5a06172e8290,b0e9d9a5-856b-444c-85e6-a9b73f91d93a,2024-07-28,621.52,90+ days past due,2025-01-08,Net 30 Terms
19e6c040-4c1c-4f2b-8c99-44e55233ee33,d72aad3e-01fd-4d15-8f9d-8179c4924872,50e7ab3f-a349-4bc3-b514-3fa1af4ceb8b,2024-07-02,614.78,Paid,2025-01-20,Check
1609e81e-609d-4afb-b866-8e66001036a4,6b5aeff8-6a5c-4cfa-b3d8-595776f6edcd,14e2197b-b841-44d8-943f-e896edb3f9fc,2024-12-26,526.74,90+ days past due,2025-03-14,Net 30 Terms
cc2ffdd9-00ba-4c2c-893d-02f02c15c2c5,ea8fe0d1-26d0-40e2-8f8a-39849c0d96ae,e43c6742-728b-4e35-8227-f577064fd51f,2024-12-18,623.80,Paid,2025-03-03,ACH
af6d12ff-6011-4221-bf06-04bc8d8d2451,9ebf1c78-74ff-44ec-a180-a356bb2a3c96,1f440fc3-465a-49ce-903f-5eafe86fa1b8,2024-05-15,497.24,60 days past due,2024-09-09,Corporate Credit Card
5808ca42-09de-4abd-8c43-629ba7aeaeb3,6b3b1de8-871f-4736-9af7-e31a309be4e4,873a9d89-b2cf-4174-8975-040a00f7928b,2024-05-10,384.96,Paid,2024-10-06,Procurement Card
e71be149-e2ca-4a96-b231-ccb43421458d,35e3f829-e797-4b12-b28f-016a2dee7b81,e83c2cb0-1970-4624-9f71-ee2733d682ba,2024-06-23,569.44,Paid,2025-02-01,Check
4ac8595f-7118-4ac7-b775-541f5a0a1c64,a8f1045e-04bf-480e-ab32-56d43ca09404,322ee6c5-1832-47da-99a2-dc5a5fddb878,2024-06-20,413.43,Collections,2024-11-07,Invoice Financing
d03e5961-c88a-4939-90ef-4f1068b3fede,cfd37f30-7243-4a5e-ae57-50f781047042,68d470aa-745c-4425-ba8e-cc1eb3cb724c,2025-02-10,377.46,Collections,2025-04-05,Invoice Financing
237d4920-fe15-4c6c-9ef8-c2ea8a89f472,05a6ec3f-0a9e-4f97-ab69-a58a785f24eb,2b417326-9391-426e-9e04-b5d130915aed,2024-06-18,624.33,60 days past due,2025-01-21,Corporate Credit Card
14bf5996-5074-4fbf-bd0c-fe895660c5b8,8e213de1-f7c2-4813-9de1-daa76ffebec2,f8499795-82e6-4830-8990-945fd609c872,2024-05-22,435.02,30 days past due,2024-12-15,Wire Transfer
ba6128dc-b6a4-49ff-a089-42aa77205ece,83f8d0ea-6d19-4cda-8d64-246e45e10e4e,91fe24b4-1f9b-42a4-9af3-6fe1759317fc,2024-10-19,385.94,Paid,2025-01-22,Procurement Card
36ec9e6d-2a31-4297-8f5e-d56fb6a0de2a,1421d146-f018-4e57-8813-f4d8e98eb2a1,b328d661-46a2-48a1-8ee4-afb939879737,2025-02-13,428.64,Paid,2025-03-01,Procurement Card
7b4b0980-5cee-4165-8a80-0ad8ad4f6ec8,43208403-9555-4a52-be97-2c18bf29863d,cb78b130-d686-432f-8048-a1c1f1ff160b,2025-03-26,549.84,90+ days past due,2025-04-11,Net 30 Terms
4d3a2e48-3732-4ce5-9160-0f6c300a26bf,822beca1-f9fe-405e-8e88-76b7f3a9bc0f,5947e28a-329d-4ac2-963c-42597d879fd1,2024-06-20,603.13,Paid,2025-02-04,ACH
cc2abb27-35c8-4d9a-9f4b-898b730c9e22,4cc55955-aab7-4a70-96f8-b6e44d3bfab7,98703bb3-61ad-483d-a877-fbc49ca7f4e9,2024-07-29,519.40,90+ days past due,2024-10-01,Net 30 Terms
53a86fa6-fd33-472b-8d48-9647214ce488,0adddba4-d9af-4817-8eee-6936c05ad70c,a72e4aac-eebe-403b-9cbc-d7241dbcf64c,2025-01-08,449.39,60 days past due,2025-01-28,Corporate Credit Card
0fa9c5b8-90a6-4487-830f-6c34f91664c2,f5f84698-f22b-451e-93f2-2e4b240c722b,de3747c4-2024-46db-9670-a3e657f222dc,2024-05-23,416.10,30 days past due,2024-11-20,Wire Transfer
082b9b92-c88a-4fb8-b289-4ab54cb549b7,8d968cf7-51d6-4c72-b13f-046b4e637a78,4c92e342-1d00-4467-841e-db30bf24355b,2025-02-04,421.91,Paid,2025-02-27,Check
a7329ad5-ea28-493a-95b9-409f4a92798d,0561bbc9-62e6-4375-af86-287a58aa3606,292bf510-a33e-4fa0-89e7-fb6ce706e629,2024-06-04,468.04,30 days past due,2025-02-14,Wire Transfer
bcdd628d-82df-40bb-aa7a-0116c79b06e7,3c98bb23-1302-40b4-aa8e-c3efb41b7c48,e0d6046a-58eb-400f-ad58-40f7aa2689dc,2024-09-15,592.21,Collections,2025-03-16,Invoice Financing
fcc9c7bd-faeb-4b6c-9a1e-01f0f950c802,764c6ed7-e44f-4794-ad13-86e7e0c5a882,e45ba7cd-3d8a-482e-9f4b-7dbb0602fa71,2024-05-08,375.51,Paid,2024-10-01,Procurement Card
ceef4dc3-44b7-424d-badd-0d840b6d953c,46863073-2cc3-4bf1-87f2-d19ccbe4c1ee,f8c2abc0-28fb-4de9-8b5d-1c9f3e0059c8,2024-08-20,378.05,Paid,2025-02-22,ACH
31a8485e-6177-4f96-9a0a-fadfa97fa23c,c53fbb4a-cb64-43e7-8756-29cb437eda7c,2f7b56ef-c896-4ecb-9e5f-60aef8794fae,2024-09-07,407.30,90+ days past due,2024-11-15,Net 30 Terms
59448e73-d66e-4384-9064-5624cd8ac974,6f6e6f8e-786b-4045-a3f0-b5331b9e1ffa,ade5648b-f765-413e-8f52-40cd4f0724c3,2024-05-26,560.35,Paid,2024-06-13,ACH
b841f1ee-cd7a-4e8a-800d-0c384e87e377,cac407a5-176f-4833-b4b6-84ec202661fa,c9577f32-d8a2-4062-bcf2-c975e661fe55,2024-12-17,478.07,30 days past due,2025-03-05,Wire Transfer
621ae582-9b33-4fac-8ee0-0462e54d7dcd,25fa542d-078b-4e3b-b6c4-e97cbfc69019,450c6e9b-9d41-42b0-a8d5-921efc5a9b70,2024-07-28,546.94,Paid,2025-01-03,Procurement Card
31e36397-af7a-421b-ad16-cbc4403cdf3f,bd4dede3-3189-4d43-bcbe-150d82dfb2a9,252f5b97-c7f5-48e6-951b-93bebb592469,2024-09-16,392.79,90+ days past due,2024-12-27,Net 30 Terms
6e879d0b-dadc-4b59-86b8-113a31cf6a28,2bc62346-8c05-4751-9459-ab0f83653984,f0ec953a-8c58-4c01-af39-7655f9c2a337,2024-11-07,604.90,Paid,2024-12-05,Check
f66e74e8-ea7a-4aef-a80c-37ba582ed814,5c19e9f1-0bc3-42ff-b88a-eb5551ed0770,16faf113-949b-4888-9cf0-7b2f143b6e9a,2025-01-27,387.33,Paid,2025-04-02,ACH
8985b014-b3bb-4e86-89c5-a17902498519,92ffe810-bba1-42f8-8984-ff1ac2d5da29,92c7e06a-7d08-463f-8c0f-c9bbf52dd7bf,2024-06-22,601.00,60 days past due,2024-11-08,Corporate Credit Card
49fdba7d-2e2b-4a20-9473-818926e2bb66,d7a5ccce-6752-435b-9bac-bf935804a412,75b93bec-48f2-413f-a67f-f461165c61d9,2024-05-09,413.60,Paid,2024-08-26,Procurement Card
4bb66080-e4d1-46e7-b046-21d5bb33dc58,07bb0185-e660-4910-9169-7706a2a77096,8089a39c-9f66-44f7-936b-7531cb2f7542,2024-06-27,488.26,Paid,2025-04-04,ACH
e577443e-d4cc-4a26-92fc-26ca48f827aa,0e82869c-a94d-4e37-804b-1fb35ec9de31,f9d1f8eb-d9bd-4a80-8490-424c7a9a6f2c,2024-06-26,613.28,90+ days past due,2025-04-06,Net 30 Terms
0aafd193-39e4-4d9b-a351-853d276cef10,bd3a48dc-0f0a-4f4e-801f-b12032779760,37c8a764-b208-4b30-87a0-27b07fdba742,2024-05-03,437.68,30 days past due,2024-09-23,Wire Transfer
d5cad1b2-22d7-4ea1-9a28-e59cf04bee19,e451a5d6-b178-4849-b470-760ff59fd4ed,034934a9-f0cc-404f-afbf-744a00a5d49f,2024-08-03,538.07,Collections,2024-12-22,Invoice Financing
5a85637b-3dc0-46d4-886d-83c09816d52a,3e5ef2ec-6669-46d7-9d21-021ee887fa32,b6728926-5fc6-41f2-983b-810a7d4f2f3a,2024-12-28,533.60,60 days past due,2025-01-22,Corporate Credit Card
356385a2-e847-48c3-a3c9-25a3978571c2,3d549a97-09d0-4eb3-86df-c112805138e3,b4393618-0996-4f84-aea1-46a4b786977a,2024-07-24,478.00,90+ days past due,2025-01-25,Net 30 Terms
651604f1-307e-479b-874f-8c8adb5f4ea0,0f5e17c8-0ae5-4c1a-a94e-a07864f7a8e5,4384ff9c-d311-4ce4-a1e0-72434cf2bfd8,2024-06-23,495.23,Paid,2024-09-22,Check
0b10549a-c386-4fd5-94a3-599bc053053a,85d11d76-8a9e-44cf-a7ef-3d1d91a32d25,7b0a674e-8a99-4a2d-bf2d-086c920975b6,2024-06-14,457.30,Paid,2024-11-28,ACH
349332d4-3b98-4adc-8f2e-bd783d49c493,17bfe59d-d034-4db5-80f2-fb290ece19dd,8e8567f6-97f3-4a38-87ce-b23e7b13d6c4,2024-10-10,494.57,60 days past due,2025-04-17,Corporate Credit Card
bef281ed-2ee9-4787-be4d-f08e909a60d5,8dcabcf0-c063-4be8-af2d-31d82c48c9b5,ab0dab6d-d9c0-4c64-9ac1-a36cb2e5630b,2024-05-24,376.88,Paid,2024-11-30,Procurement Card
5c284828-d030-4dfa-8349-eaf6bf2f6887,0d77bab7-dda6-42d9-8169-f2b6cfd3aaf8,71a6176d-d250-475b-a609-399b9614c41d,2024-10-30,618.14,Paid,2025-04-18,Check
07c9f0ad-366a-4b4c-9580-032d616cdb53,393896e5-254f-447b-910f-557f2f18f6f4,b5589697-b789-4ad2-8e29-44c05ef3123e,2025-01-04,432.13,Collections,2025-03-22,Invoice Financing
bd063114-cb80-4374-910a-04a2fe3b91d7,ee733fcc-742e-49fc-9b4b-adf8d7538aa8,34196355-a422-40de-8f7e-d72c8acea576,2025-01-20,456.66,Paid,2025-03-18,Procurement Card
bd313da3-7b0c-4455-802f-6bae5d2d41b4,5b33d5f0-ee0f-42da-bde7-f1724ffc84a4,31c8a6ad-0af1-4c69-a627-aa67dc3004fb,2024-07-26,524.49,Collections,2024-09-19,Invoice Financing
2bc51f02-8cf0-4350-929a-326de640d0f8,fc98cb76-ad1d-439e-b3b6-888b816039c2,bd7bd13c-3531-44ea-92f6-1a6a06bb8e98,2024-05-08,594.95,90+ days past due,2024-12-24,Net 30 Terms
5ac700f2-1dec-4921-a204-7bf7d69ded8e,3aaa675c-02c2-4878-aced-8654b24789cf,c59ae596-bd4d-478c-aaf2-3658bc97f58a,2024-08-19,592.96,60 days past due,2025-04-06,Corporate Credit Card
d30aeaeb-ac24-429f-8271-a9d4f152334c,df008091-3451-471b-bcad-e1f8bddeaec5,e4e8255a-c087-4cb2-8aa7-aa2015ee9cc0,2025-02-08,586.11,Paid,2025-04-21,ACH
c2d2e165-0425-456a-a5cc-521344a2adaf,54be3a7f-88f4-42b2-b83d-24a15ae9b01a,2233ee0d-eb34-4acf-a168-c66556d66b76,2024-09-19,442.03,Collections,2025-04-05,Invoice Financing
b6da973a-c7d9-4a18-bb99-d054b0ad421e,37b81d1b-2d90-4680-abe8-5f50f147b640,af037ad1-402a-4f6a-b279-424b5383179d,2024-12-02,578.39,90+ days past due,2025-03-19,Net 30 Terms
b4e6695f-7b63-4700-933b-79924eb201d7,bead6869-b646-4a47-afd5-6dcf5359cbf4,104a9e8c-c6cb-441b-88d4-17913c6f7d3c,2024-06-26,409.83,60 days past due,2025-02-02,Corporate Credit Card
76511333-0828-4871-859b-2e015834f417,07c52f6f-d81e-48c3-bc1e-04fbd6614ad2,535b24ae-6c73-418e-b774-a3abe3ec39aa,2024-08-15,522.30,Paid,2025-02-25,ACH
2a0a86e3-21c8-4c52-bc7b-25ea411772d2,caa108ee-08ca-49bf-91e0-2e94a8f862ed,af79ec0a-ceea-48d0-ae2a-c9045e40c8ee,2024-12-01,378.19,Collections,2025-02-14,Invoice Financing
946a0d7b-8f34-42da-bbef-d3d46b3f9ba6,6556e0f4-841c-4172-8c07-b59f75b29b14,4622e972-4ad1-4cb5-9e1c-854132724956,2024-11-28,536.91,60 days past due,2025-02-06,Corporate Credit Card
82942465-406e-4596-a1d9-5e185190c4f6,b68616a8-9638-47b2-b1dd-d337d63a008c,7b4a669a-ebfe-49c0-92cb-0298107a6aac,2024-06-13,621.47,Collections,2024-11-04,Invoice Financing
fbb3be2d-f789-429a-9f39-cdbeccc498a5,78718709-457a-4c26-9996-7280eb0c68ce,4426d0ba-7230-476b-9b66-466b6c95a394,2024-10-31,413.95,90+ days past due,2025-03-16,Net 30 Terms
38e4bd18-02a7-4df2-bc3e-c6ec5b5dc709,a70bdc96-3434-448d-a67e-6682158df73b,17b0ad1f-cc56-48d0-9189-9f17d2c2cf3b,2024-08-06,496.73,Paid,2024-11-06,Procurement Card
f2dc3042-06b9-43a1-90fb-1cccfb0e95c1,fad6b70d-abf6-4a47-a5a7-30fe4dab228c,d121bbfe-8a2c-42c8-9d79-bbff6acb8c20,2024-12-18,575.95,90+ days past due,2025-02-27,Net 30 Terms
ce5a221e-12e4-469c-a0d9-2472c6cba791,6b1b9938-59ba-40fe-8900-f1a0b3b773eb,c3ab790d-9b29-4ca4-ad01-2f7db03d73e2,2024-09-26,499.48,60 days past due,2024-11-02,Corporate Credit Card
6a4c261d-54d3-4f0e-99f7-92b44380adba,48de6f21-3e3d-460c-81bd-59db8dc81e5e,7fd29d85-901a-4a4d-a37b-8a6fe41a0d1b,2024-07-29,601.02,Paid,2024-10-20,Check
6b78a83c-a34d-4e39-b0d7-976d592cfeb7,ec067eb6-9b41-4bda-9609-1201bdd4f2eb,ec56404f-64a2-4249-8a98-f0fc60407e28,2024-06-14,516.35,60 days past due,2024-12-01,Corporate Credit Card
eef541f9-8873-4d15-900d-eeec737df196,8d718c81-d78f-490d-9607-a2e07102c870,9680daa5-72eb-4bcc-a68e-a578999cfd39,2024-07-28,582.65,Paid,2025-01-30,Procurement Card
7da6395b-961a-46b6-9bf3-4b53559e4315,d0e9326c-ad6f-4284-95f6-4235b0adc682,34317079-f65d-4338-802f-76b1cc199155,2025-01-13,469.09,90+ days past due,2025-02-23,Net 30 Terms
eeccf892-16e5-4b4a-80ce-b45e751b97ae,ce45f095-e177-4dbf-a5ef-35df76689b97,25ee75c3-a9aa-4d33-b2b1-bdeb372d90e7,2024-08-21,397.13,Paid,2024-10-17,Check
130c682c-ce9b-4929-9489-ddf80d0779fc,961ff493-c864-4852-98d6-893e8c9f0640,30a1d76a-81f3-4f3c-afda-736a09e9bbce,2024-06-04,438.97,Collections,2024-10-25,Invoice Financing
